commander_id,commander_name,classification,command,rank,number_of_soldiers,role
5001,Alfy Pietsma,1,Home Front,rav seren,22785,commander of pluga
5002,Ware Ferguson,4,Northern,aluf mishne,22079,commander of chativa
5003,Jerrie Gebbie,1,Southern,aluf,79509,commander of gdud
5004,Marlo Michelet,2,Home Front,seren,74962,commander of pluga
5005,Guillaume Kahler,1,Southern,sgan aluf,51498,commander of gdud
5006,Hoyt Mair,4,Home Front,aluf mishne,10018,commander of chativa
5007,Denver Verrick,1,Southern,sgan aluf,92244,commander of gdud
5008,Ronnie Velti,3,Northern,aluf mishne,84052,commander of chativa
5009,Josefina Yeulet,3,Home Front,sgan aluf,62705,commander of gdud
5010,Ulysses Metzke,4,Northern,tat aluf,20664,commander of ugda
5011,Bale Morrant,5,Southern,tat aluf,73785,commander of ugda
5012,Joana Humbert,3,Northern,aluf,6329,commander of gdud
5013,Kacey Foggarty,1,Northern,tat aluf,54104,commander of ugda
5014,Adrienne Dumphrey,4,Central,seren,26079,commander of pluga
5015,Nanni Corston,3,Northern,tat aluf,32127,commander of ugda
5016,Cecilia Cursey,4,Home Front,seren,44696,commander of pluga
5017,Rhys O' Hanvey,3,Northern,sgan aluf,4464,commander of pluga
5018,Babb Whissell,2,Southern,aluf,2652,commander of pluga
5019,Blisse Wilfling,5,Central,tat aluf,33431,commander of ugda
5020,Danielle Pabst,3,Southern,sgan aluf,71363,commander of pluga
5021,Westbrooke Ralston,1,Central,aluf mishne,57150,commander of chativa
5022,Charlton Perago,1,Northern,aluf mishne,28170,commander of chativa
5023,Agnola Horlick,3,Southern,sgan aluf,20950,commander of pluga
5024,Lib Fynes,3,Southern,tat aluf,84252,commander of ugda
5025,Dugald Dyter,2,Central,seren,63460,commander of pluga
5026,Delcina Angeau,1,Central,aluf,81535,commander of gdud
5027,Floria Izakoff,5,Home Front,seren,80194,commander of pluga
5028,Tabitha Master,1,Southern,tat aluf,1470,commander of ugda
5029,Robinetta Reinhard,4,Southern,seren,55829,commander of pluga
5030,Maddie Dockrell,4,Southern,seren,38018,commander of pluga
5031,Sam Spino,4,Northern,sgan aluf,27002,commander of gdud
5032,Ogden Byron,3,Northern,seren,1107,commander of pluga
5033,Merrilee Grove,4,Northern,rav seren,84550,commander of pluga
5034,Aron Espie,1,Central,aluf mishne,26942,commander of chativa
5035,Rodolfo Janovsky,2,Central,seren,55115,commander of pluga
5036,Karlan Overlow,4,Central,aluf,71703,commander of command
5037,Cathleen MacUchadair,4,Southern,aluf mishne,47589,commander of chativa
5038,Hirsch O'Flaherty,3,Southern,rav seren,6081,commander of pluga
5039,Raffaello Milillo,5,Home Front,aluf,87581,commander of pluga
5040,Maryrose Dallicott,4,Central,tat aluf,11615,commander of ugda
5041,Reggis Vidgeon,3,Home Front,sgan aluf,34612,commander of pluga
5042,Kennith Bernardotti,5,Northern,sgan aluf,39393,commander of pluga
5043,Rube Habens,3,Home Front,tat aluf,1989,commander of ugda
5044,Tierney Grugerr,2,Northern,tat aluf,24803,commander of ugda
5045,Sven Bernardeschi,4,Home Front,rav seren,9150,commander of pluga
5046,Borden Dopson,4,Central,seren,91915,commander of pluga
5047,Carolina Follacaro,1,Central,sgan aluf,77430,commander of pluga
5048,Omero Pattington,2,Southern,seren,65914,commander of pluga
5049,Osbert M'cowis,4,Southern,aluf,52456,commander of pluga
5050,Sheree Goldhawk,3,Northern,rav seren,93001,commander of pluga
5051,Eleanore Bremmell,4,Southern,tat aluf,17805,commander of ugda
5052,Reinaldo Manske,3,Central,aluf,23298,commander of command
