commander_id,commander_name,classification,command,rank,number_of_soldiers,role
9001,Godiva Hazzard,3,Northern,aluf,28662,commander of command
9002,Debera Olesen,1,Southern,aluf,57596,commander of command
9003,Daven Gidden,3,Home Front,tat aluf,47153,commander of ugda
9004,Bobby Feetham,4,Central,seren,88880,commander of pluga
9005,Lola Lacoste,5,Southern,seren,62954,commander of pluga
9006,Corabella Bodle,3,Central,tat aluf,81826,commander of ugda
9007,Cedric Chmiel,3,Northern,seren,28621,commander of pluga
9008,Jonell Emery,4,Northern,aluf mishne,86380,commander of chativa
9009,Molly Gland,2,Home Front,seren,14798,commander of pluga
9010,Barbey Depport,5,Southern,aluf,58661,commander of gdud
9011,Craggie Lent,2,Central,rav seren,11479,commander of pluga
9012,Jocelyne Sayle,4,Central,sgan aluf,56847,commander of gdud
9013,Cass Duke,5,Northern,rav seren,82281,commander of pluga
9014,Scot McCrie,3,Southern,aluf,41557,commander of pluga
9015,Penn Abrehart,1,Northern,rav seren,70748,commander of pluga
9016,Michell Oehm,3,Southern,aluf mishne,58560,commander of chativa
9017,Richie Cruz,5,Northern,sgan aluf,45580,commander of pluga
9018,Elita Torra,4,Central,tat aluf,16307,commander of ugda
9019,Phip Rawstron,4,Home Front,aluf mishne,75515,commander of chativa
9020,Maude Lysons,1,Central,rav seren,94827,commander of pluga
9021,Hobie Moncur,3,Home Front,aluf mishne,72827,commander of chativa
9022,Else Findlater,2,Southern,sgan aluf,45497,commander of gdud
9023,Brandise Spaunton,3,Northern,tat aluf,84724,commander of ugda
9024,Chaunce Royan,3,Home Front,seren,84974,commander of pluga
9025,Dennison Ogilvie,5,Central,sgan aluf,78057,commander of gdud
9026,Rebe Hatchman,4,Home Front,aluf mishne,24046,commander of chativa
9027,Elene Gladman,5,Northern,rav seren,69882,commander of pluga
9028,Haslett James,5,Northern,sgan aluf,6028,commander of pluga
9029,Reider Dran,5,Home Front,tat aluf,62983,commander of ugda
9030,Lem Ruddlesden,4,Central,aluf,94899,commander of command
9031,Dana Lawtey,1,Home Front,tat aluf,44674,commander of ugda
9032,Alexander Goodreid,1,Home Front,aluf mishne,78125,commander of chativa
9033,Millie Partington,1,Central,aluf mishne,78201,commander of chativa
9034,Erica Harse,4,Home Front,aluf,72548,commander of gdud
9035,Alanson Farington,2,Southern,tat aluf,3752,commander of ugda
9036,Jaymie Duddan,5,Northern,aluf mishne,74995,commander of chativa
9037,Deck Seamarke,2,Home Front,sgan aluf,98729,commander of pluga
9038,Hetty Overstall,2,Southern,tat aluf,85189,commander of ugda
9039,Vinny English,3,Central,aluf mishne,36616,commander of chativa
9040,Aubrey Gibbie,1,Northern,tat aluf,3006,commander of ugda
9041,Kate Brittian,5,Southern,aluf,3209,commander of gdud
9042,Annadiane Ivanenko,4,Home Front,aluf mishne,40949,commander of chativa
9043,Fianna Grinnikov,1,Central,sgan aluf,51697,commander of pluga
9044,Joellyn Pearsall,1,Northern,seren,78404,commander of pluga
9045,Sharity Gres,4,Northern,aluf,94594,commander of gdud
9046,Rudolph Symers,3,Northern,aluf mishne,97777,commander of chativa
9047,Rod Smeall,5,Central,tat aluf,3992,commander of ugda
9048,Luke Gianinotti,3,Southern,aluf mishne,4874,commander of chativa
9049,Graig Logan,2,Southern,aluf,87576,commander of pluga
9050,Sheffield Klosterman,3,Southern,aluf,28723,commander of pluga
9051,Durand MacPharlain,3,Home Front,aluf mishne,35505,commander of chativa
9052,Karine De'Ath,4,Northern,aluf mishne,98246,commander of chativa
9053,Doll Gilleson,5,Northern,seren,43904,commander of pluga
9054,Salvador Gadault,2,Home Front,aluf,78979,commander of gdud
9055,Hans Renhard,5,Southern,seren,41801,commander of pluga
9056,Bambi Clowton,2,Northern,aluf mishne,56160,commander of chativa
9057,Jessey Seyffert,5,Central,seren,30814,commander of pluga
9058,Ramsay De Bruijn,1,Southern,seren,26230,commander of pluga
9059,Mersey Fieldstone,1,Northern,rav seren,63686,commander of pluga
9060,Frederic Romme,4,Central,rav seren,62099,commander of pluga
9061,Thedric Gaughan,5,Northern,aluf mishne,42797,commander of chativa
9062,Cornell Clemens,1,Southern,aluf,9453,commander of gdud
9063,Iris Esmead,1,Southern,rav seren,86852,commander of pluga
9064,Leif Carrack,3,Southern,seren,15555,commander of pluga
9065,Malinde Kubicka,3,Central,aluf,98732,commander of command
9066,Jessica Rotham,1,Northern,tat aluf,13667,commander of ugda
9067,Corney Rutherford,3,Southern,aluf,64514,commander of command
9068,Geri Squibbs,3,Northern,rav seren,43080,commander of pluga
9069,Rosetta Bird,4,Southern,rav seren,74566,commander of pluga
9070,Brady Cawthorn,4,Southern,aluf mishne,46201,commander of chativa
9071,Claudetta Bunker,2,Home Front,aluf,62656,commander of command
9072,Lucio Wixey,2,Southern,aluf mishne,87596,commander of chativa
9073,Abbey Greenhalgh,5,Central,aluf mishne,40006,commander of chativa
9074,Marabel Buckoke,4,Northern,tat aluf,23589,commander of ugda
9075,Elden Tennewell,2,Southern,rav seren,8159,commander of pluga
9076,Adore Askie,1,Central,rav seren,15299,commander of pluga
9077,Sindee Crowcher,3,Central,seren,64464,commander of pluga
9078,Nonah Lewsey,3,Southern,aluf mishne,36203,commander of chativa
9079,Revkah Kindleside,4,Central,aluf mishne,79767,commander of chativa
9080,Marlie Manchett,1,Home Front,tat aluf,99768,commander of ugda
9081,Ida Syseland,5,Central,seren,87142,commander of pluga
9082,Melva Bandey,3,Central,seren,81225,commander of pluga
9083,Munmro Varrow,3,Central,tat aluf,6958,commander of ugda
9084,Gerick Shovelton,2,Southern,seren,88441,commander of pluga
9085,Lolly Breeton,2,Northern,rav seren,80092,commander of pluga
9086,Creigh Croxley,5,Central,rav seren,98659,commander of pluga
9087,Adriena Emmines,2,Northern,rav seren,52223,commander of pluga
9088,Theodosia Arnison,3,Southern,aluf mishne,65529,commander of chativa
9089,Maure Skewes,3,Southern,aluf,31089,commander of command
9090,Waverley Fermer,4,Northern,seren,53703,commander of pluga
9091,Ruy Cristea,3,Northern,seren,34806,commander of pluga
9092,Addy Mitchley,1,Home Front,rav seren,46316,commander of pluga
9093,Cloe Fransman,1,Home Front,sgan aluf,19679,commander of gdud
9094,Kip Verrill,3,Home Front,tat aluf,28378,commander of ugda
9095,Kyla Dimont,3,Southern,sgan aluf,47933,commander of pluga
9096,Kassi Dumphy,4,Southern,seren,20548,commander of pluga
9097,Archambault Lowdwell,2,Southern,rav seren,40715,commander of pluga
9098,Arlena Gisburne,3,Northern,rav seren,56674,commander of pluga
9099,Staford Ryce,1,Central,sgan aluf,40424,commander of pluga
9100,Tabitha Flancinbaum,1,Northern,sgan aluf,84201,commander of gdud
9101,Suzi Treleven,3,Home Front,aluf mishne,93791,commander of chativa
9102,Fairlie Lowcock,1,Southern,aluf mishne,51936,commander of chativa
9103,Dana Hastler,1,Home Front,aluf,37066,commander of command
9104,Tamar Laudham,4,Central,tat aluf,35891,commander of ugda
9105,Max Durkin,2,Northern,sgan aluf,66924,commander of pluga
9106,Glennie Joll,5,Northern,sgan aluf,49391,commander of gdud
9107,Lisa Lawerence,2,Northern,rav seren,53310,commander of pluga
9108,Gabey Stephens,2,Central,rav seren,79382,commander of pluga
9109,Pammie Reville,3,Northern,seren,65085,commander of pluga
9110,Lonnie Hayer,2,Home Front,rav seren,94028,commander of pluga
9111,Pippo Bourne,2,Northern,tat aluf,50195,commander of ugda
9112,Dianemarie Rycraft,4,Central,tat aluf,45712,commander of ugda
9113,Moises Deekes,5,Home Front,seren,9682,commander of pluga
9114,Suki Hagwood,2,Northern,aluf mishne,77433,commander of chativa
9115,Lurlene Lacy,5,Central,aluf,76077,commander of command
9116,Matthiew Shaddick,1,Home Front,sgan aluf,87181,commander of pluga
9117,Andris Kornyakov,1,Northern,sgan aluf,23922,commander of pluga
9118,Terrence Labbett,2,Home Front,seren,21730,commander of pluga
9119,Linda Bristoe,4,Northern,aluf,85420,commander of pluga
9120,Jacques Larkkem,3,Home Front,seren,81603,commander of pluga
9121,Madeleine Fitzroy,4,Northern,seren,3227,commander of pluga
9122,Carolin Nerney,2,Home Front,rav seren,99354,commander of pluga
9123,Anselm Latham,5,Northern,tat aluf,94643,commander of ugda
9124,Allianora Crossland,5,Home Front,sgan aluf,27976,commander of gdud
9125,Kilian Brazil,4,Central,rav seren,41165,commander of pluga
9126,Willem Chessun,3,Central,seren,60418,commander of pluga
9127,Jaquenetta Radbond,3,Home Front,tat aluf,97285,commander of ugda
9128,Shawn Woolf,3,Central,aluf,90092,commander of command
9129,Clarine Ryott,5,Southern,sgan aluf,74563,commander of gdud
9130,Boony Espinal,2,Southern,rav seren,25770,commander of pluga
9131,Sigismond Willgrass,2,Home Front,seren,51875,commander of pluga
9132,Donelle Simcoe,5,Southern,sgan aluf,92675,commander of gdud
9133,Orelie Proppers,2,Home Front,aluf mishne,20424,commander of chativa
9134,Reese Gommery,5,Northern,tat aluf,56187,commander of ugda
9135,Gladi Stanion,5,Home Front,tat aluf,97950,commander of ugda
9136,Gabi Trouel,4,Central,aluf mishne,37878,commander of chativa
9137,Lenette Denzilow,5,Southern,aluf,29304,commander of gdud
9138,Hyman Skyrme,3,Northern,seren,25538,commander of pluga
9139,Gilberte Bracci,3,Home Front,seren,96278,commander of pluga
9140,Misti McAlarney,1,Home Front,aluf mishne,85990,commander of chativa
9141,Stefano Gerring,2,Home Front,sgan aluf,85943,commander of pluga
9142,Ruthie Abram,2,Northern,tat aluf,31088,commander of ugda
9143,Harland Orkney,1,Northern,sgan aluf,94054,commander of pluga
9144,Laurent Alfwy,3,Home Front,sgan aluf,77143,commander of pluga
9145,Camey Infantino,5,Home Front,rav seren,69219,commander of pluga
9146,Daphne Forestel,3,Central,aluf mishne,38784,commander of chativa
9147,Alla Nyssens,2,Northern,rav seren,79961,commander of pluga
