commander_id,commander_name,classification,command,rank,number_of_soldiers,role
15001,Dieter Drewery,3,Home Front,rav seren,18577,commander of pluga
15002,Diahann Mullarkey,4,Central,sgan aluf,48402,commander of gdud
15003,Hagan MacRorie,5,Central,aluf,18528,commander of command
15004,Lou Ors,3,Home Front,rav seren,27649,commander of pluga
15005,Theo Heasly,5,Northern,sgan aluf,91320,commander of pluga
15006,Carlin Binny,1,Central,tat aluf,66484,commander of ugda
15007,Donnell Hearthfield,5,Southern,aluf mishne,54647,commander of chativa
15008,Weidar Oldis,1,Home Front,aluf mishne,29069,commander of chativa
15009,Bank Eick,2,Southern,tat aluf,74602,commander of ugda
15010,Jillane Loghan,4,Southern,seren,48018,commander of pluga
15011,Andres Maudlin,2,Home Front,seren,97600,commander of pluga
15012,Hayyim Cracie,1,Southern,sgan aluf,12090,commander of gdud
15013,Andriana De Hailes,4,Southern,rav seren,62641,commander of pluga
15014,Byron Purchase,3,Central,aluf,26914,commander of command
15015,Jard Fisbey,2,Home Front,aluf,15641,commander of pluga
15016,Salomi Surgey,5,Southern,tat aluf,77084,commander of ugda
15017,Cybill Tolputt,2,Southern,tat aluf,93635,commander of ugda
15018,Brok Patridge,2,Home Front,seren,15821,commander of pluga
15019,Jimmie Parnall,4,Southern,rav seren,90591,commander of pluga
15020,Worthington Payfoot,1,Southern,rav seren,26752,commander of pluga
15021,Fanechka McQuillin,4,Southern,aluf mishne,21326,commander of chativa
15022,Ludovico Roubottom,1,Home Front,tat aluf,72411,commander of ugda
15023,Elle Mauchline,4,Home Front,seren,84233,commander of pluga
15024,Anatol McQuillin,2,Southern,aluf,34492,commander of pluga
15025,Aurea Crannach,1,Central,tat aluf,23396,commander of ugda
15026,Cristal Weatherhead,1,Southern,tat aluf,64668,commander of ugda
15027,Goldie Lotwich,1,Central,seren,79967,commander of pluga
15028,Malvin Netherclift,5,Central,aluf mishne,95460,commander of chativa
15029,Emlynne Furmenger,5,Central,tat aluf,52430,commander of ugda
15030,Stanley MacGlory,2,Southern,seren,1594,commander of pluga
15031,Filippa Deware,1,Central,tat aluf,13221,commander of ugda
15032,Jarret Jerdein,2,Central,seren,99769,commander of pluga
15033,Kylie Howey,4,Northern,rav seren,42164,commander of pluga
15034,Maxy Caneo,1,Northern,aluf,74971,commander of gdud
15035,Jody Mose,5,Southern,aluf mishne,53504,commander of chativa
15036,Bren Kindread,4,Southern,tat aluf,1841,commander of ugda
15037,Kermit Twiddell,5,Home Front,seren,85124,commander of pluga
15038,Dorena Cowill,2,Central,rav seren,26400,commander of pluga
15039,Diannne Hansel,1,Northern,tat aluf,93143,commander of ugda
15040,Clarance Hunsworth,1,Home Front,seren,50800,commander of pluga
15041,Alexandr Radnedge,4,Central,rav seren,44880,commander of pluga
15042,Bent Scales,3,Northern,sgan aluf,59268,commander of gdud
15043,Tony Cardnell,3,Northern,rav seren,18675,commander of pluga
15044,Amalie Deroche,2,Northern,seren,83335,commander of pluga
15045,Maison Startin,3,Central,sgan aluf,13791,commander of pluga
15046,Whitby Gianettini,2,Northern,aluf mishne,4702,commander of chativa
15047,Adler Jopling,4,Northern,aluf mishne,52280,commander of chativa
15048,Katrina Goody,4,Northern,aluf mishne,13884,commander of chativa
15049,Cole McCaughan,2,Southern,aluf mishne,6965,commander of chativa
15050,Devonne Ferneley,2,Northern,tat aluf,9008,commander of ugda
15051,Walsh Faber,3,Southern,aluf mishne,44472,commander of chativa
15052,Rudolf Ennals,5,Home Front,aluf,93197,commander of gdud
15053,Selig Mateescu,4,Home Front,aluf mishne,28859,commander of chativa
15054,Waverly MacDwyer,5,Central,rav seren,68732,commander of pluga
15055,Quill Bamsey,3,Central,rav seren,79885,commander of pluga
15056,Oby Barts,1,Central,aluf,63884,commander of pluga
15057,Nolan Spata,4,Northern,aluf,20653,commander of gdud
15058,Kalie Smalls,2,Southern,tat aluf,59108,commander of ugda
15059,Nonie Skea,2,Northern,aluf mishne,81796,commander of chativa
15060,Felike Taig,2,Central,rav seren,99503,commander of pluga
15061,Susannah Ciobotaro,5,Southern,aluf,21000,commander of pluga
15062,Gabriel Fyrth,3,Southern,sgan aluf,74248,commander of pluga
15063,Felicity Madine,2,Southern,seren,23494,commander of pluga
15064,Moe Sheeran,4,Southern,sgan aluf,73883,commander of gdud
15065,Abram Hannent,5,Southern,tat aluf,27891,commander of ugda
15066,Mitch Oxlade,4,Home Front,aluf mishne,87791,commander of chativa
15067,Gaspar Breakspear,3,Home Front,rav seren,33257,commander of pluga
15068,Thorndike Fessler,3,Central,aluf mishne,45682,commander of chativa
15069,Mill Koenraad,4,Northern,aluf,54462,commander of command
15070,Inez Leeburn,3,Southern,aluf mishne,15128,commander of chativa
15071,Inez Fairbridge,5,Southern,rav seren,4607,commander of pluga
15072,Gavrielle Pumphreys,2,Central,tat aluf,59659,commander of ugda
15073,Rupert Lonsbrough,1,Home Front,seren,79881,commander of pluga
15074,Beilul Maylard,2,Northern,rav seren,55987,commander of pluga
15075,Harrison Wellstood,1,Southern,aluf mishne,4082,commander of chativa
15076,Bone Paulou,2,Home Front,tat aluf,96916,commander of ugda
15077,Celestine Ditts,3,Central,sgan aluf,93354,commander of pluga
15078,Betti Keaveny,3,Southern,sgan aluf,9930,commander of gdud
15079,Nonie Barnhill,4,Southern,sgan aluf,14552,commander of pluga
15080,Wanda Hanshaw,1,Southern,rav seren,20365,commander of pluga
15081,Clarence Vasic,5,Central,aluf mishne,80460,commander of chativa
15082,Oliy Dally,5,Central,aluf mishne,36299,commander of chativa
15083,Mark Claydon,1,Home Front,aluf mishne,89054,commander of chativa
15084,Marlin Josuweit,5,Home Front,aluf mishne,62803,commander of chativa
15085,Aile Medlin,4,Central,aluf,60425,commander of pluga
15086,Bancroft Petrusch,5,Home Front,aluf mishne,52641,commander of chativa
15087,Magda Jindrak,3,Northern,aluf mishne,58844,commander of chativa
15088,Alessandra Swetmore,1,Central,tat aluf,2064,commander of ugda
15089,Nehemiah Percy,4,Northern,seren,46690,commander of pluga
15090,Waneta Barratt,3,Northern,seren,14486,commander of pluga
15091,Nerissa Arblaster,1,Home Front,seren,33417,commander of pluga
15092,Cathleen Americi,3,Central,sgan aluf,27574,commander of pluga
15093,Rasia Goldson,2,Northern,aluf,81575,commander of pluga
15094,Marylinda Ludman,5,Northern,tat aluf,55200,commander of ugda
15095,Philis Thorburn,1,Southern,sgan aluf,33236,commander of gdud
15096,Teressa Kender,4,Home Front,seren,33118,commander of pluga
15097,Monah Pickring,2,Northern,aluf,83429,commander of pluga
15098,Inna Oxer,5,Northern,seren,93161,commander of pluga
15099,Malchy Garwood,4,Central,aluf,98044,commander of pluga
15100,Grace Garnett,4,Home Front,sgan aluf,76318,commander of gdud
15101,Marci Lowe,2,Central,sgan aluf,86540,commander of gdud
15102,Rakel McKinnon,2,Southern,sgan aluf,63667,commander of pluga
15103,Laure Ickowics,1,Northern,aluf,1181,commander of gdud
15104,Saba Plevin,4,Southern,tat aluf,85984,commander of ugda
15105,Nerissa Shuker,1,Central,seren,63556,commander of pluga
15106,Sari Levison,2,Central,tat aluf,91183,commander of ugda
15107,Charlena Tarrant,3,Central,aluf,53327,commander of command
15108,Blane L'oiseau,1,Northern,seren,1238,commander of pluga
15109,Martie Longea,4,Southern,tat aluf,15538,commander of ugda
15110,Agustin Maggorini,3,Northern,aluf,75481,commander of gdud
15111,Dmitri Gritten,1,Southern,aluf mishne,98085,commander of chativa
15112,Yettie Waiton,2,Central,seren,12630,commander of pluga
15113,Otho Hewins,5,Southern,rav seren,89260,commander of pluga
15114,Tades Marrison,1,Central,aluf,9644,commander of command
15115,Yuma Mackstead,3,Southern,aluf mishne,64496,commander of chativa
15116,Mort Ruffell,3,Southern,sgan aluf,32855,commander of pluga
15117,Jody Stoaks,5,Central,aluf mishne,47224,commander of chativa
15118,Kaleb Baughan,2,Southern,sgan aluf,17779,commander of pluga
15119,Tamiko Douche,1,Central,tat aluf,26500,commander of ugda
15120,Mathian Fley,1,Central,aluf mishne,5207,commander of chativa
15121,Camile Ranaghan,5,Central,sgan aluf,67425,commander of pluga
15122,Pierson Oakshott,3,Home Front,aluf,32545,commander of command
15123,Harley Philot,4,Central,tat aluf,93489,commander of ugda
15124,Rochelle Starrs,2,Central,tat aluf,64251,commander of ugda
15125,Pegeen Borsnall,3,Central,sgan aluf,79438,commander of gdud
15126,Victoir Delahunty,3,Northern,tat aluf,68791,commander of ugda
15127,Shea Reye,3,Northern,aluf mishne,91441,commander of chativa
15128,Herby Maccaddie,2,Central,rav seren,33807,commander of pluga
15129,Cybil Colgan,5,Central,aluf mishne,36714,commander of chativa
15130,Riane Lideard,2,Central,seren,9415,commander of pluga
15131,Zaneta Pedron,3,Northern,tat aluf,97242,commander of ugda
15132,Fred Gledhall,3,Central,rav seren,97981,commander of pluga
15133,Sibyl Banker,2,Central,seren,89590,commander of pluga
15134,Willie Wesker,3,Home Front,tat aluf,54049,commander of ugda
15135,Stefania Philipp,5,Central,rav seren,33348,commander of pluga
15136,Ynes Ragg,1,Home Front,seren,9222,commander of pluga
15137,Virgil Mannock,3,Northern,aluf,55577,commander of gdud
15138,Cherrita Josefson,4,Central,tat aluf,66067,commander of ugda
15139,Marketa Huke,3,Southern,seren,78812,commander of pluga
15140,Liesa Cauldfield,4,Central,tat aluf,75823,commander of ugda
15141,Millicent Duffan,4,Central,aluf mishne,62660,commander of chativa
15142,Wadsworth Guilliland,4,Southern,tat aluf,23426,commander of ugda
15143,Sloan Beeho,5,Southern,seren,11885,commander of pluga
15144,Robbyn Ready,2,Central,aluf,41530,commander of gdud
15145,Angus Huygen,1,Southern,aluf mishne,98357,commander of chativa
15146,Ardyce Cordie,4,Northern,aluf mishne,47331,commander of chativa
15147,Burton Mangenot,1,Northern,sgan aluf,31924,commander of pluga
15148,Cammi Toma,2,Northern,sgan aluf,78580,commander of gdud
15149,Deina Raggatt,3,Southern,tat aluf,15829,commander of ugda
15150,Danyelle Ball,4,Northern,aluf,63139,commander of gdud
15151,Joane Regus,2,Northern,rav seren,47337,commander of pluga
15152,Halette Fibbens,2,Southern,aluf mishne,66928,commander of chativa
15153,Costanza Hlavecek,5,Central,sgan aluf,80062,commander of pluga
15154,Stace Hayfield,2,Southern,rav seren,63557,commander of pluga
15155,Uriah Vaskov,5,Northern,tat aluf,32960,commander of ugda
15156,Rutherford Guilbert,3,Southern,tat aluf,75303,commander of ugda
15157,Vivyanne Muscott,2,Southern,aluf mishne,98166,commander of chativa
