commander_id,commander_name,classification,command,rank,number_of_soldiers,role
17001,Sergeant Caddies,3,Central,rav seren,79447,commander of pluga
17002,Clarita Ipgrave,5,Northern,sgan aluf,45324,commander of gdud
17003,Errick Blazevic,1,Central,tat aluf,33825,commander of ugda
17004,Donal Tidbald,4,Home Front,aluf,55561,commander of command
17005,Madel Sears,5,Northern,tat aluf,71198,commander of ugda
17006,Hannah Renvoise,1,Northern,aluf mishne,93700,commander of chativa
17007,Jud Willingale,3,Southern,aluf mishne,65739,commander of chativa
17008,Sigvard Witherspoon,1,Southern,seren,90832,commander of pluga
17009,Lilas Spir,1,Central,tat aluf,92250,commander of ugda
17010,Lannie Waith,2,Southern,tat aluf,18854,commander of ugda
17011,Ninnette Wiggins,1,Home Front,tat aluf,24114,commander of ugda
17012,Lexi Poyle,4,Central,tat aluf,49688,commander of ugda
17013,Carmencita Colafate,3,Home Front,sgan aluf,22918,commander of pluga
17014,Hasheem Ligoe,2,Central,sgan aluf,24839,commander of pluga
17015,Alberto Baert,3,Home Front,tat aluf,81004,commander of ugda
17016,Norris Pietri,5,Southern,tat aluf,75694,commander of ugda
17017,Floris Hoofe,1,Home Front,tat aluf,49975,commander of ugda
17018,Liza Rablan,3,Central,aluf mishne,75370,commander of chativa
17019,Cchaddie Di Pietro,1,Central,seren,28709,commander of pluga
17020,Hersh Guild,5,Central,tat aluf,66969,commander of ugda
17021,Muhammad Caygill,5,Southern,sgan aluf,98936,commander of pluga
17022,Mora Ahrens,4,Home Front,seren,37097,commander of pluga
17023,Orrin Monkleigh,4,Home Front,rav seren,83400,commander of pluga
17024,Dacia Brome,4,Central,aluf mishne,6519,commander of chativa
17025,Giacopo Kearford,2,Northern,sgan aluf,11159,commander of gdud
17026,Franky Bichard,5,Home Front,seren,93715,commander of pluga
17027,Muriel Scibsey,1,Central,rav seren,43402,commander of pluga
17028,Dani Ind,5,Home Front,rav seren,83600,commander of pluga
17029,Libbie Marte,1,Southern,aluf mishne,48188,commander of chativa
17030,Lacy Hanbury,2,Home Front,aluf,87327,commander of gdud
17031,Harwilll Mammatt,3,Home Front,aluf mishne,16192,commander of chativa
17032,Wilek Morrad,4,Southern,rav seren,36891,commander of pluga
17033,Whitaker Jeeks,5,Southern,sgan aluf,14893,commander of gdud
17034,Modestia Castell,2,Home Front,rav seren,25752,commander of pluga
17035,Janey Mangeon,1,Central,aluf,13182,commander of pluga
17036,Dotti Lunge,4,Southern,aluf,24487,commander of command
17037,Audre Pockey,3,Home Front,rav seren,9497,commander of pluga
17038,Basil Coldtart,3,Home Front,rav seren,33642,commander of pluga
17039,Joelle Mayall,4,Northern,aluf mishne,95320,commander of chativa
17040,Isa Drewes,2,Southern,rav seren,34094,commander of pluga
17041,Leshia Vagg,5,Northern,aluf mishne,97767,commander of chativa
17042,Arri Bleue,4,Southern,sgan aluf,33233,commander of pluga
17043,Jedediah Mountain,3,Southern,seren,80819,commander of pluga
17044,Betty Shilton,1,Southern,tat aluf,14225,commander of ugda
17045,Geoff Janca,4,Southern,aluf,81245,commander of command
17046,Amandie Vigrass,2,Home Front,rav seren,75565,commander of pluga
17047,Darice Kleeman,2,Home Front,seren,73165,commander of pluga
17048,Kimmi Brachell,1,Home Front,rav seren,20553,commander of pluga
17049,Brunhilda Please,4,Southern,rav seren,85645,commander of pluga
17050,Shalom Weller,3,Home Front,aluf mishne,55217,commander of chativa
17051,Barnett Cressar,4,Southern,sgan aluf,17934,commander of pluga
17052,Roxana Albany,2,Central,tat aluf,52173,commander of ugda
17053,Benjy Gontier,4,Home Front,seren,43121,commander of pluga
17054,Mitchel Chipping,3,Home Front,tat aluf,19477,commander of ugda
17055,Belinda Govenlock,2,Central,seren,29172,commander of pluga
17056,Juanita Blenkharn,2,Southern,rav seren,30372,commander of pluga
17057,Kirstyn Greatbanks,2,Central,seren,94659,commander of pluga
17058,Kirsti Maliphant,3,Northern,aluf,32714,commander of gdud
17059,Sheelah Wilmott,3,Central,aluf mishne,12386,commander of chativa
17060,Basil Blazey,2,Central,sgan aluf,15674,commander of pluga
17061,Cal Stallen,5,Northern,rav seren,95069,commander of pluga
17062,Nollie Stutely,1,Central,seren,95998,commander of pluga
17063,Rossie Oxborrow,2,Central,seren,57391,commander of pluga
17064,Inessa Francino,3,Central,sgan aluf,3921,commander of gdud
17065,Jasper Marcu,2,Northern,tat aluf,88309,commander of ugda
17066,Micheline Fernan,3,Home Front,seren,50406,commander of pluga
17067,Ivan De Francesco,2,Northern,tat aluf,21901,commander of ugda
17068,Nathan Ivashinnikov,5,Central,rav seren,81371,commander of pluga
17069,Corney Majury,3,Central,tat aluf,73198,commander of ugda
17070,Madel Dodridge,1,Central,sgan aluf,11128,commander of gdud
17071,Deeanne Dryden,1,Home Front,seren,61340,commander of pluga
17072,Forrester Kenn,1,Home Front,sgan aluf,74930,commander of pluga
17073,Kati Houlton,4,Southern,seren,61815,commander of pluga
17074,Derril Pepperrall,4,Southern,rav seren,46971,commander of pluga
17075,Jone Dranfield,5,Southern,rav seren,6098,commander of pluga
17076,Haydon Pendlenton,3,Central,aluf,96419,commander of gdud
17077,Maybelle Yeude,4,Home Front,tat aluf,81350,commander of ugda
17078,Emmie Baugham,2,Northern,aluf,28336,commander of command
17079,Rae Tatlowe,5,Home Front,rav seren,79306,commander of pluga
17080,Kally Shipperbottom,3,Home Front,sgan aluf,65457,commander of gdud
17081,Alain Cheale,4,Southern,tat aluf,28600,commander of ugda
17082,Sawyere McAvey,2,Southern,seren,64580,commander of pluga
17083,Barton Antoniazzi,2,Home Front,aluf mishne,59321,commander of chativa
17084,Alfy Ginnelly,1,Home Front,aluf,45053,commander of command
17085,Griz Jaqueminet,2,Southern,rav seren,68927,commander of pluga
17086,Hetty Bedinham,3,Northern,sgan aluf,24596,commander of gdud
17087,Sergio Goskar,4,Central,aluf,67588,commander of command
17088,Lark Feben,1,Southern,tat aluf,87689,commander of ugda
17089,Wendi Endricci,3,Northern,tat aluf,42265,commander of ugda
17090,Bud Leisk,3,Northern,rav seren,57100,commander of pluga
17091,Shanon Beadle,4,Home Front,aluf,85931,commander of gdud
17092,Bride Rosenfrucht,4,Central,rav seren,4666,commander of pluga
17093,Jere Freake,3,Central,aluf mishne,93081,commander of chativa
17094,Theda McClenan,5,Home Front,seren,26669,commander of pluga
17095,Moe Kerans,2,Home Front,rav seren,72180,commander of pluga
17096,Cori Barnish,4,Northern,sgan aluf,89823,commander of pluga
17097,Brodie Liccardo,1,Central,sgan aluf,28623,commander of gdud
17098,Rana Lindman,5,Home Front,sgan aluf,58728,commander of gdud
17099,Khalil Beushaw,1,Southern,aluf,78296,commander of gdud
17100,Jecho Rain,5,Central,aluf,57754,commander of command
17101,Cosetta Dafydd,1,Southern,seren,64245,commander of pluga
17102,Dorita Flemyng,4,Central,aluf,99776,commander of pluga
17103,Lindon Trimble,3,Central,rav seren,58695,commander of pluga
17104,Greg Sellor,3,Northern,tat aluf,28846,commander of ugda
17105,Wheeler McLardie,5,Home Front,aluf mishne,15619,commander of chativa
17106,Vernice Grzelewski,4,Home Front,seren,10259,commander of pluga
17107,Colette Stobbe,1,Southern,seren,79732,commander of pluga
17108,Rosabelle Delouch,4,Central,seren,46141,commander of pluga
17109,Amalea Chicchetto,2,Southern,sgan aluf,74918,commander of pluga
17110,Ricky Patey,2,Northern,sgan aluf,20663,commander of pluga
17111,Dawn Swetmore,5,Northern,sgan aluf,85185,commander of gdud
17112,Nappie Roizn,1,Northern,sgan aluf,43936,commander of pluga
17113,Edsel Dovidian,2,Northern,tat aluf,92686,commander of ugda
17114,Petronella McIndoe,3,Southern,aluf mishne,85295,commander of chativa
17115,Keith Chalcroft,1,Central,tat aluf,25755,commander of ugda
17116,Andeee Fossey,1,Home Front,tat aluf,78159,commander of ugda
17117,Katlin Gingold,3,Central,sgan aluf,57583,commander of gdud
17118,Gerhardt Billo,1,Northern,rav seren,92054,commander of pluga
17119,Tammie Kleinmann,3,Central,aluf mishne,34150,commander of chativa
17120,Jozef Jefferys,2,Southern,aluf mishne,89255,commander of chativa
17121,Lorenzo Grenville,4,Home Front,tat aluf,52478,commander of ugda
17122,Haydon Oade,4,Home Front,rav seren,6495,commander of pluga
17123,Aline Puckinghorne,1,Southern,tat aluf,7876,commander of ugda
17124,Elizabeth Pyvis,2,Northern,tat aluf,41605,commander of ugda
17125,Saw Terran,4,Southern,rav seren,36581,commander of pluga
17126,Amelina Placstone,5,Home Front,rav seren,44452,commander of pluga
17127,Arturo Siccombe,4,Northern,tat aluf,82051,commander of ugda
17128,Larine Mailey,4,Central,aluf mishne,17589,commander of chativa
17129,Rubetta McKern,5,Northern,seren,99484,commander of pluga
17130,Duff Blackmore,2,Southern,seren,10859,commander of pluga
17131,Augie Goodrich,3,Northern,aluf mishne,49694,commander of chativa
17132,Rickie Epple,5,Central,tat aluf,1319,commander of ugda
17133,Darnall Woodhams,1,Central,aluf,51401,commander of command
17134,Sosanna McShirie,2,Home Front,sgan aluf,34207,commander of pluga
17135,Maryrose Wisson,4,Northern,aluf,37420,commander of command
17136,Heidi Farragher,5,Southern,seren,27175,commander of pluga
17137,Rich Hattiff,5,Northern,sgan aluf,77562,commander of gdud
17138,Phillida Jarret,1,Home Front,tat aluf,60600,commander of ugda
17139,Lilah Leveritt,1,Central,seren,36254,commander of pluga
17140,Hilarius Edie,2,Home Front,seren,55174,commander of pluga
17141,Jermaine Evreux,2,Southern,aluf,4669,commander of gdud
17142,Vanni Gange,3,Southern,aluf,25532,commander of command
17143,Allison Cudbird,3,Northern,tat aluf,78811,commander of ugda
17144,Sandi Chat,5,Central,sgan aluf,34204,commander of pluga
17145,Davida Needs,4,Central,aluf,1307,commander of pluga
17146,Tootsie Scotchbourouge,4,Central,rav seren,17548,commander of pluga
17147,Sid Dowglass,4,Northern,rav seren,49762,commander of pluga
17148,Chev Dinsey,4,Southern,seren,28793,commander of pluga
17149,Bradley Bindin,5,Southern,aluf mishne,94277,commander of chativa
17150,Loni Simondson,2,Northern,sgan aluf,19152,commander of gdud
17151,Carrol Dufoure,5,Home Front,sgan aluf,88167,commander of gdud
17152,Karina Arnett,2,Northern,sgan aluf,94678,commander of gdud
17153,Sherill Hutchison,2,Northern,aluf,49964,commander of command
17154,Caritta Rockliffe,4,Central,seren,10827,commander of pluga
17155,Steven MacDunlevy,4,Southern,seren,93885,commander of pluga
17156,Eryn Boyse,1,Central,rav seren,97942,commander of pluga
17157,Diann Berthe,5,Central,rav seren,97393,commander of pluga
17158,Joe Hursthouse,2,Home Front,sgan aluf,23198,commander of pluga
17159,Betsey Oxenbury,3,Southern,aluf,80878,commander of gdud
17160,Ambrosius Redferne,1,Home Front,seren,14616,commander of pluga
17161,Huntington Eglaise,1,Home Front,aluf mishne,36195,commander of chativa
17162,Tonnie Scad,2,Home Front,seren,49272,commander of pluga
17163,Herbie Hartwright,2,Home Front,aluf,14816,commander of pluga
17164,Sidoney Venneur,3,Home Front,aluf,68158,commander of command
17165,Dorice Aldwich,4,Northern,tat aluf,29728,commander of ugda
17166,Kennett Pavlovic,3,Southern,seren,63199,commander of pluga
17167,Judi Titmus,1,Home Front,rav seren,63421,commander of pluga
17168,Astrix Collen,5,Southern,seren,60838,commander of pluga
17169,Barny Wilshaw,1,Southern,tat aluf,88824,commander of ugda
17170,Silva Etherton,3,Northern,aluf,41891,commander of pluga
17171,Reinold MacInerney,5,Southern,tat aluf,69128,commander of ugda
17172,Garvey Kobke,2,Home Front,sgan aluf,64328,commander of gdud
17173,Sharia Mutlow,2,Southern,aluf,98021,commander of command
17174,Huey Gealle,2,Home Front,aluf mishne,15736,commander of chativa
17175,Carma Valiant,4,Northern,seren,56990,commander of pluga
17176,Philly Tummasutti,5,Home Front,aluf,31494,commander of command
17177,Saul Cesaric,1,Southern,seren,58148,commander of pluga
17178,Auroora Clewlowe,3,Central,aluf mishne,78262,commander of chativa
17179,Minni Layton,1,Southern,aluf,28252,commander of command
17180,Bel Bartod,1,Southern,aluf mishne,19478,commander of chativa
17181,Betsy Woodrough,2,Central,rav seren,23758,commander of pluga
17182,Dalston Skellington,1,Home Front,rav seren,76176,commander of pluga
17183,Alexandro Thay,2,Northern,rav seren,35131,commander of pluga
17184,Elton Cassimer,4,Home Front,tat aluf,18277,commander of ugda
17185,Benetta Cammoile,1,Southern,rav seren,38138,commander of pluga
