commander_id,commander_name,classification,command,rank,number_of_soldiers,role
8001,Lolly Awde,3,Northern,aluf mishne,91311,commander of chativa
8002,Dierdre Smardon,5,Central,aluf mishne,70413,commander of chativa
8003,Sibeal Filippyev,5,Central,tat aluf,38838,commander of ugda
8004,Tybie Dallman,2,Central,rav seren,95460,commander of pluga
8005,Frederich Sand,3,Central,aluf mishne,72595,commander of chativa
8006,Ashleigh Nutbeam,1,Central,tat aluf,58109,commander of ugda
8007,Wilbert Angrock,5,Central,tat aluf,85176,commander of ugda
8008,Sharai Cammell,2,Home Front,rav seren,77540,commander of pluga
8009,Alejandrina Mostin,2,Central,sgan aluf,98735,commander of gdud
8010,Julie O'Crigan,2,Southern,rav seren,49649,commander of pluga
8011,Theressa Bavin,4,Home Front,aluf,70155,commander of gdud
8012,Georgetta Duffett,5,Southern,aluf mishne,64135,commander of chativa
8013,Alain Fynn,5,Northern,aluf,82544,commander of command
8014,Catherine Brian,1,Southern,seren,33022,commander of pluga
8015,Fidelio Rearie,4,Northern,tat aluf,60557,commander of ugda
8016,Steven Tattersall,5,Southern,tat aluf,38541,commander of ugda
8017,Natal Bunce,2,Northern,sgan aluf,5608,commander of pluga
8018,Kala Pettus,1,Home Front,aluf,82861,commander of gdud
8019,Iona Ayer,4,Central,tat aluf,15576,commander of ugda
8020,Derron Rean,5,Home Front,tat aluf,12386,commander of ugda
8021,Zacherie Guichard,5,Central,aluf mishne,14630,commander of chativa
8022,Hildegaard Oloshin,5,Northern,rav seren,92011,commander of pluga
8023,Blakelee Zannetti,4,Central,aluf,60376,commander of pluga
8024,Corry Helks,3,Central,aluf mishne,19537,commander of chativa
8025,Teddie Brameld,5,Central,aluf,56348,commander of gdud
8026,Claiborne Camble,1,Southern,sgan aluf,98344,commander of gdud
8027,Dorita Janowski,1,Northern,aluf,24133,commander of command
8028,Romona Landsbury,4,Home Front,aluf,56152,commander of pluga
8029,Eden Gradley,5,Northern,tat aluf,37008,commander of ugda
8030,Donnamarie Gamlin,3,Northern,aluf mishne,21302,commander of chativa
8031,Tiffy Dumke,4,Home Front,aluf mishne,85011,commander of chativa
8032,Olia Keddle,1,Central,rav seren,42461,commander of pluga
8033,Angeline Reisen,2,Northern,tat aluf,20588,commander of ugda
8034,Zia Yoslowitz,3,Home Front,rav seren,77782,commander of pluga
8035,Debbi Kilbee,3,Home Front,aluf,96283,commander of gdud
8036,Gladi Sindle,4,Central,aluf mishne,31238,commander of chativa
8037,My McKew,4,Home Front,sgan aluf,20945,commander of pluga
8038,Blanca Loft,2,Central,aluf,8459,commander of pluga
8039,Anton Carder,4,Home Front,seren,37354,commander of pluga
8040,Corie Pitchford,5,Home Front,seren,99787,commander of pluga
8041,Matthieu Strete,3,Home Front,rav seren,18517,commander of pluga
8042,Fawne Habishaw,1,Central,rav seren,60894,commander of pluga
8043,Filippo Cutsforth,2,Southern,aluf,30350,commander of pluga
8044,Andrey Langstrath,1,Northern,aluf,68786,commander of pluga
8045,Ivar Lepick,4,Home Front,aluf mishne,59943,commander of chativa
8046,Adamo Maliphant,4,Home Front,aluf mishne,65229,commander of chativa
8047,Sauncho Ickovic,1,Home Front,tat aluf,28902,commander of ugda
8048,Lenka Fairham,2,Northern,seren,47741,commander of pluga
8049,Suzy Keming,4,Southern,sgan aluf,12495,commander of gdud
8050,Roarke Paff,1,Southern,tat aluf,9163,commander of ugda
8051,Krysta Burgill,2,Home Front,aluf,83560,commander of gdud
8052,Prentice Saffell,3,Northern,rav seren,59783,commander of pluga
8053,Arel Barrar,3,Southern,tat aluf,69342,commander of ugda
8054,Sarajane Mountlow,1,Central,tat aluf,25987,commander of ugda
8055,Kathy Risebarer,5,Northern,rav seren,69617,commander of pluga
8056,Derril Bielfelt,3,Home Front,aluf,96816,commander of command
8057,Alvan Conn,4,Southern,aluf,89696,commander of command
8058,Kane Addicote,3,Northern,aluf,52611,commander of command
8059,Alvie O'Hoolahan,1,Southern,aluf mishne,49907,commander of chativa
8060,Jolyn Limerick,4,Central,sgan aluf,47698,commander of gdud
8061,Bamby Holley,5,Southern,tat aluf,52249,commander of ugda
8062,Donetta Regorz,3,Southern,seren,72463,commander of pluga
8063,Dulcinea De Hooge,3,Southern,sgan aluf,14289,commander of gdud
8064,Jenine Crosse,3,Central,rav seren,10177,commander of pluga
8065,Sharona Grimsdale,4,Central,tat aluf,23690,commander of ugda
8066,Hart Crees,4,Home Front,aluf mishne,76378,commander of chativa
8067,Guinna Huison,4,Home Front,sgan aluf,14827,commander of pluga
8068,Dominic Lemerie,3,Central,rav seren,62268,commander of pluga
8069,Fielding Donaghy,1,Central,seren,19150,commander of pluga
8070,Madelon MacConnal,5,Northern,seren,52966,commander of pluga
8071,Merwyn Cullinan,5,Southern,rav seren,79126,commander of pluga
8072,Durand Glennie,4,Southern,tat aluf,37197,commander of ugda
8073,Robinet Pitrasso,5,Home Front,tat aluf,23732,commander of ugda
8074,Janith Dossit,4,Northern,rav seren,43337,commander of pluga
8075,Perren Budgeon,3,Central,sgan aluf,12904,commander of pluga
8076,Adham Campey,4,Home Front,tat aluf,59520,commander of ugda
8077,Link Fludgate,4,Southern,sgan aluf,53182,commander of gdud
8078,Anitra Mc Caughan,2,Central,seren,15555,commander of pluga
8079,Ophelie Gwyn,5,Northern,seren,35372,commander of pluga
8080,Caz Gleed,4,Central,seren,43526,commander of pluga
8081,Archaimbaud Hayzer,4,Southern,tat aluf,64433,commander of ugda
8082,Carleen Bagster,3,Northern,sgan aluf,65124,commander of pluga
8083,Ketti Murrells,5,Home Front,aluf,64348,commander of gdud
8084,Hedi Hartus,3,Central,sgan aluf,80208,commander of pluga
8085,Edith Medmore,5,Home Front,aluf mishne,69114,commander of chativa
8086,Trudi Harbar,3,Northern,seren,26666,commander of pluga
8087,Arman Wild,1,Central,seren,19319,commander of pluga
8088,Catrina Beere,1,Northern,aluf mishne,63986,commander of chativa
8089,Murry Borles,5,Home Front,seren,21988,commander of pluga
8090,Pamela Ingreda,5,Home Front,rav seren,69225,commander of pluga
8091,Yardley Sketh,3,Home Front,aluf,85132,commander of command
8092,Ludvig McGrory,2,Central,seren,37718,commander of pluga
8093,Lurleen Carvil,1,Home Front,tat aluf,19929,commander of ugda
8094,Liam Gut,4,Northern,rav seren,57148,commander of pluga
8095,Massimo Coppo,3,Northern,seren,98691,commander of pluga
8096,Ira Degenhardt,4,Southern,sgan aluf,27480,commander of pluga
8097,Susana Hovard,5,Home Front,aluf,42895,commander of command
8098,Duff Riddel,3,Northern,aluf mishne,49704,commander of chativa
8099,Jerrie Huitt,2,Southern,tat aluf,75019,commander of ugda
8100,Kaylyn Simenet,2,Central,sgan aluf,32866,commander of gdud
8101,Woodman Roderighi,2,Central,seren,37784,commander of pluga
8102,Hedi Gilbank,3,Northern,aluf,78029,commander of pluga
8103,Shepperd Cheales,5,Southern,tat aluf,19404,commander of ugda
8104,Elihu Duferie,5,Central,sgan aluf,9321,commander of pluga
8105,Hermy Jesty,4,Northern,tat aluf,5829,commander of ugda
8106,Ode Laba,1,Northern,sgan aluf,30354,commander of gdud
8107,Luca Gerkens,4,Central,tat aluf,23640,commander of ugda
8108,Gabe Edmeads,2,Northern,sgan aluf,25982,commander of gdud
8109,Hobart Fetterplace,3,Southern,tat aluf,58444,commander of ugda
8110,Whitman Llewelly,3,Northern,rav seren,61371,commander of pluga
8111,Buiron Hartrick,3,Northern,aluf,10321,commander of pluga
8112,Darryl Vassman,4,Home Front,seren,46126,commander of pluga
8113,Gwenny Martinek,5,Southern,aluf,14494,commander of gdud
8114,Hirsch Franken,2,Southern,aluf mishne,15557,commander of chativa
8115,Clyve D'Ambrogi,3,Home Front,sgan aluf,52949,commander of pluga
8116,Dorotea Scallon,1,Northern,rav seren,39089,commander of pluga
8117,Dion Kershaw,4,Central,sgan aluf,32859,commander of pluga
8118,Maddalena Gallego,1,Northern,aluf mishne,34801,commander of chativa
8119,Lynne Busk,2,Home Front,sgan aluf,89293,commander of gdud
8120,Staford Arnholtz,3,Northern,tat aluf,21872,commander of ugda
8121,Ewart Burvill,5,Northern,seren,66301,commander of pluga
8122,Bourke Puden,1,Home Front,aluf,16800,commander of pluga
8123,Elene Snedker,2,Northern,aluf,64511,commander of command
8124,Lotte Woodrow,1,Central,aluf,59919,commander of gdud
8125,Chip McGorley,5,Northern,tat aluf,50737,commander of ugda
8126,Putnem O'Crevy,2,Home Front,sgan aluf,41853,commander of gdud
8127,Brynne Bleakman,1,Central,seren,8307,commander of pluga
8128,Emmy Powder,4,Northern,aluf mishne,52091,commander of chativa
8129,Ward McCarver,2,Southern,tat aluf,19189,commander of ugda
8130,Deane Reichardt,3,Southern,aluf,85997,commander of gdud
8131,Herve Shoebridge,2,Home Front,tat aluf,86825,commander of ugda
8132,Myrta MacNab,4,Home Front,aluf mishne,21060,commander of chativa
8133,Aube Daborn,3,Southern,aluf,49005,commander of gdud
8134,Dyan Matthesius,2,Central,tat aluf,35052,commander of ugda
8135,Evin Sandes,1,Home Front,tat aluf,47912,commander of ugda
8136,Lolita Dennison,1,Home Front,aluf,64156,commander of command
8137,Leena Colnett,4,Northern,aluf,37305,commander of command
8138,Basile Di Ruggero,4,Southern,tat aluf,94668,commander of ugda
8139,Carlo Grouvel,3,Southern,sgan aluf,7235,commander of pluga
8140,Nonna Baythorp,5,Southern,seren,55574,commander of pluga
8141,Onfroi Jossum,2,Northern,rav seren,96237,commander of pluga
8142,Rubin Dutch,1,Home Front,sgan aluf,59439,commander of pluga
8143,Sean Bohler,1,Home Front,tat aluf,83449,commander of ugda
8144,Tucker Bushby,2,Northern,aluf,48962,commander of gdud
8145,Leela Gors,3,Southern,aluf mishne,58236,commander of chativa
8146,Zarla Adshede,5,Southern,sgan aluf,72491,commander of gdud
8147,Johnna Paddemore,2,Home Front,aluf,23832,commander of command
8148,Emelita Baribal,1,Southern,aluf,60612,commander of pluga
8149,Xylina Sydry,3,Central,tat aluf,80408,commander of ugda
8150,Carolee Lundberg,2,Northern,tat aluf,79733,commander of ugda
8151,Spencer Abramovicz,1,Northern,aluf mishne,42575,commander of chativa
8152,Vera Pudner,1,Southern,sgan aluf,54603,commander of gdud
8153,Ian Ferrierio,5,Southern,tat aluf,80132,commander of ugda
8154,Niels Mackneis,1,Southern,rav seren,12999,commander of pluga
8155,Bambie Scroggie,4,Southern,aluf,51483,commander of command
8156,Tore Liffe,4,Home Front,aluf mishne,68146,commander of chativa
8157,Sandro Glaisner,1,Southern,sgan aluf,25288,commander of gdud
8158,Flory Baddam,5,Southern,rav seren,41277,commander of pluga
8159,Massimiliano Cavet,5,Northern,aluf mishne,91240,commander of chativa
8160,Hunt Deavin,2,Northern,aluf mishne,78053,commander of chativa
8161,Nydia Blowfelde,2,Central,sgan aluf,94646,commander of gdud
8162,Murdoch Lassells,1,Southern,aluf mishne,17124,commander of chativa
8163,Madelyn Carmody,1,Northern,sgan aluf,73449,commander of gdud
8164,Kiersten Wharton,1,Central,tat aluf,93000,commander of ugda
8165,Isacco Vanin,1,Home Front,rav seren,17856,commander of pluga
8166,Kay MacFayden,1,Southern,rav seren,14179,commander of pluga
8167,Xenos Burrill,5,Southern,aluf mishne,87551,commander of chativa
8168,Ddene Gatheral,3,Southern,tat aluf,82581,commander of ugda
8169,Maegan Sowley,1,Home Front,aluf mishne,14926,commander of chativa
8170,Jodee Prestage,3,Home Front,tat aluf,42456,commander of ugda
8171,Randi Ching,3,Southern,tat aluf,70651,commander of ugda
8172,Kaspar Mundee,5,Southern,aluf,18457,commander of pluga
8173,Harrison Ditt,3,Central,aluf mishne,53604,commander of chativa
8174,Kala Baskeyfield,3,Northern,aluf,50981,commander of pluga
8175,Etty Rodriguez,4,Central,rav seren,47354,commander of pluga
8176,Fanya Alfonzo,5,Home Front,tat aluf,15282,commander of ugda
8177,Skylar Bridge,1,Northern,seren,44658,commander of pluga
8178,Briggs MacClure,2,Southern,tat aluf,24426,commander of ugda
8179,Roz Whitnall,2,Home Front,tat aluf,76398,commander of ugda
8180,Gib L'Archer,2,Southern,aluf,37101,commander of command
8181,Marquita Tomkins,1,Northern,aluf,27689,commander of pluga
8182,Jasmine Kissick,5,Central,seren,64120,commander of pluga
8183,Berget Friedlos,4,Southern,rav seren,1712,commander of pluga
8184,Ricard Millhouse,2,Home Front,aluf mishne,6444,commander of chativa
8185,Tam Eyckelbeck,5,Home Front,aluf mishne,32678,commander of chativa
8186,Gordon Ladson,2,Southern,aluf,81665,commander of gdud
8187,Ardene MacDonagh,2,Home Front,aluf mishne,13535,commander of chativa
8188,Dominic Vasey,2,Home Front,tat aluf,48039,commander of ugda
8189,Joni Connue,5,Southern,rav seren,39442,commander of pluga
8190,Elberta Dibbs,5,Central,aluf,19892,commander of gdud
8191,Elfrieda Fleeman,1,Central,seren,84444,commander of pluga
8192,Rem Glendzer,1,Home Front,tat aluf,89437,commander of ugda
8193,Sullivan Perchard,4,Central,seren,50485,commander of pluga
8194,Rhody Oakey,3,Central,seren,30265,commander of pluga
8195,Corene Challiner,2,Northern,seren,29641,commander of pluga
8196,Robinette Yakebovich,1,Southern,aluf mishne,18060,commander of chativa
8197,Kathie Perotti,3,Central,tat aluf,41941,commander of ugda
8198,Ivie Gogan,1,Northern,aluf,46309,commander of command
8199,Tybie Dohmann,1,Southern,tat aluf,4012,commander of ugda
8200,Miner Corby,5,Southern,aluf mishne,20160,commander of chativa
8201,Cassie Jenks,4,Northern,rav seren,1249,commander of pluga
8202,Francis Spaunton,3,Central,aluf mishne,49274,commander of chativa
8203,Paul Hawkwood,2,Southern,rav seren,40566,commander of pluga
8204,Amberly Angear,5,Central,aluf mishne,7926,commander of chativa
8205,Sandy Oakshott,2,Home Front,aluf,61361,commander of gdud
8206,Sophronia McGeechan,3,Northern,aluf,18963,commander of gdud
8207,Allix Newcome,4,Southern,tat aluf,12717,commander of ugda
8208,Morton Becraft,2,Northern,rav seren,36959,commander of pluga
8209,Lucina McEwan,4,Home Front,aluf,91238,commander of gdud
8210,Bambie Pescott,4,Southern,sgan aluf,98297,commander of pluga
8211,Perren Ferrieroi,4,Northern,seren,15023,commander of pluga
8212,Karyn Bevington,5,Home Front,aluf,97269,commander of gdud
8213,Al Pepis,2,Northern,aluf mishne,25363,commander of chativa
8214,Roldan Stede,2,Southern,tat aluf,10219,commander of ugda
8215,Marcie Atkins,2,Northern,aluf mishne,97820,commander of chativa
8216,Ximenes Strewther,5,Central,aluf,84055,commander of gdud
8217,Mirabella MacFarlane,1,Northern,rav seren,6871,commander of pluga
8218,Bartlet Canto,4,Central,aluf,7816,commander of gdud
8219,Theda Kaming,3,Southern,seren,78561,commander of pluga
8220,Selina Mathieu,4,Southern,aluf mishne,21911,commander of chativa
8221,Gerek Belchem,4,Home Front,rav seren,37651,commander of pluga
8222,Dewie Wohlers,3,Northern,sgan aluf,14580,commander of pluga
8223,Wainwright Jickles,1,Central,tat aluf,85789,commander of ugda
8224,Kile Morrowe,1,Northern,aluf mishne,26986,commander of chativa
8225,Chrystel Wayvill,5,Home Front,aluf mishne,15889,commander of chativa
