commander_id,commander_name,classification,command,rank,number_of_soldiers,role
13001,Kasper Cawsy,1,Northern,aluf mishne,65010,commander of chativa
13002,Baldwin Cleevely,4,Central,sgan aluf,27083,commander of pluga
13003,Mirabella Longley,5,Central,seren,32423,commander of pluga
13004,Diane-marie Argabrite,1,Central,sgan aluf,65040,commander of gdud
13005,Antons Castagna,5,Southern,aluf mishne,82633,commander of chativa
13006,Reynard Manie,4,Northern,seren,64164,commander of pluga
13007,Tomi Le Houx,2,Central,aluf mishne,34090,commander of chativa
13008,Erina Matthaus,3,Northern,sgan aluf,9122,commander of gdud
13009,Elden Redit,4,Southern,tat aluf,99833,commander of ugda
13010,Eddie Heibel,2,Southern,sgan aluf,73580,commander of pluga
13011,Vincent Plumridege,5,Southern,aluf mishne,13810,commander of chativa
13012,Christye Kleinert,1,Central,aluf mishne,44116,commander of chativa
13013,Cornell Graffin,3,Northern,seren,98297,commander of pluga
13014,Si Hackelton,4,Northern,aluf,88112,commander of pluga
13015,Lizabeth Rysdale,2,Central,sgan aluf,94012,commander of gdud
13016,Fransisco Scholte,5,Northern,aluf,89634,commander of gdud
13017,Tirrell Cliffe,3,Southern,aluf mishne,28351,commander of chativa
13018,Lydie Skoughman,2,Northern,rav seren,69038,commander of pluga
13019,Domini Dran,1,Central,tat aluf,39909,commander of ugda
13020,Celie D'Cruze,3,Central,aluf mishne,32656,commander of chativa
13021,Phebe Gallant,1,Home Front,tat aluf,33634,commander of ugda
13022,Turner Riggott,2,Home Front,aluf mishne,45626,commander of chativa
13023,Karlik McParlin,3,Home Front,aluf mishne,92238,commander of chativa
13024,Starr Whalley,4,Central,aluf mishne,42030,commander of chativa
13025,Farr Baulch,5,Home Front,rav seren,56501,commander of pluga
13026,Neill Bineham,4,Central,sgan aluf,44026,commander of pluga
13027,Drucill Sellan,1,Home Front,aluf mishne,63598,commander of chativa
13028,Cecilla Exley,4,Southern,aluf,6872,commander of command
13029,Sherman Rubenfeld,1,Home Front,aluf,11776,commander of command
13030,Siana Ungerer,3,Central,sgan aluf,45521,commander of pluga
13031,Collie Dagnall,3,Northern,aluf mishne,37785,commander of chativa
13032,Stormi Kemmis,2,Southern,aluf mishne,27147,commander of chativa
13033,Janina Jacmar,5,Central,rav seren,2119,commander of pluga
13034,Maurita Shepstone,3,Home Front,aluf mishne,97622,commander of chativa
13035,Adelle Gunther,1,Central,aluf,27553,commander of pluga
13036,Chance Husher,5,Northern,seren,49766,commander of pluga
13037,Shelton Rooson,5,Central,aluf mishne,64820,commander of chativa
13038,Marten Ahrend,5,Central,seren,56797,commander of pluga
13039,Dalt Kenrack,1,Southern,rav seren,34987,commander of pluga
13040,Rusty Cusack,1,Home Front,seren,54870,commander of pluga
13041,Sherwood Furness,1,Southern,sgan aluf,23452,commander of gdud
13042,Ingemar Boydon,5,Central,aluf,10742,commander of gdud
13043,Audy Buddles,2,Home Front,sgan aluf,65159,commander of gdud
13044,Staci Habgood,2,Southern,aluf,90430,commander of command
13045,Leon Springthorpe,2,Southern,aluf mishne,26096,commander of chativa
13046,Briant Fowgies,2,Northern,tat aluf,99270,commander of ugda
13047,Rebekah Basile,3,Central,sgan aluf,4632,commander of gdud
13048,Waverly Pillington,1,Northern,aluf,76894,commander of gdud
13049,Nola Held,3,Northern,sgan aluf,91121,commander of gdud
13050,Korney Durnan,3,Southern,sgan aluf,3912,commander of pluga
13051,Teddy Pfaffel,4,Southern,rav seren,30008,commander of pluga
13052,Ethelin Jamson,2,Northern,rav seren,26758,commander of pluga
13053,Talyah Peracco,2,Home Front,seren,40745,commander of pluga
13054,Bridie Ravenscraft,5,Southern,sgan aluf,92661,commander of gdud
13055,Conchita Anderson,1,Home Front,rav seren,74122,commander of pluga
13056,Nobie Island,4,Southern,aluf,25353,commander of gdud
13057,Missie Ostick,1,Home Front,rav seren,29773,commander of pluga
13058,Arty Horney,5,Southern,tat aluf,13799,commander of ugda
13059,Cleo Diter,1,Southern,aluf mishne,4626,commander of chativa
13060,Patrica Cotgrove,2,Home Front,rav seren,96344,commander of pluga
13061,Wendi Rearden,2,Central,tat aluf,49124,commander of ugda
13062,Dirk Labden,1,Home Front,seren,26425,commander of pluga
13063,Bertram Gatherer,3,Home Front,aluf mishne,61419,commander of chativa
13064,Emmet Cowcha,4,Central,aluf mishne,77543,commander of chativa
13065,Di Curbishley,5,Home Front,aluf mishne,87038,commander of chativa
13066,Bronson Pessel,4,Home Front,aluf mishne,32503,commander of chativa
13067,Eleni Common,5,Central,aluf mishne,26678,commander of chativa
